AnioPresupuesto,CodigoIndicador,NombreIndicador,DescripcionIndicador,IndicadorFrecuencia,AñoBasePresupuesto,Avance,Meta,UnidadMedidaTotal,MetodoCalculo,DescripcionPoblacion,CodigoNivelEntidad,NombreEntidad,IdNegocioProyecto,NombreProyectoActividad,
2021,517,TASA DE TRANSCISION DEL 9? GRADO DE LA EEB AL 1? CURSO DE LA EDUCACION MEDIA                      ,MIDE EL PORCENTAJE DE TRANSCISION DE LOS ESTUDIANTES DE 9?GRADO DE LA EEB AL PRIMER CURSO DE LA EDUCACION MEDIA.                                                     ,ANUAL,2018,79893,93883,PERSONAS,(NUMERO TOTAL DE ESTUDIANTES DEL 1? CURSO DE LA EDUCACION MEDIA EN EL A?O T - NUMERO TOTAL DE ESTUDIANTES REPITENTES DEL 1? CURSO DE LA EM A?O T) / (NUMERO TOTAL DE ESTUDIANTES DEL 9? GRADO DE LA EDUCACION ESCOLAR BASICA EN EL A?O T-1) * 100                    ,POBLACION DE 15 A?OS DE EDAD,7-Dec,Ministerio de Educación y Ciencias,12-7-2-2-4,DIFUNDIR LAS OFERTAS EDUCATIVAS,
2021,689,PARTICIPACION DE LA FACULTAD DE CIENCIAS MEDICAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION,"MIDE LA PARTICIPACION DE LA FACULTAD EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION, TOMANDO COMO REFERENCIA EL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO",ANUAL,2020,1924,49731,PERSONAS,NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN CIENCIAS DE LA SALUD EN EL A?O T/EL TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE ASUNCION,ADULTOS,28-1,Universidad Nacional de Asunción,28-1-1-1-3,FORMACION DE PROFESIONALES EN CIENCIAS DE LA SALUD,
2020,689,PARTICIPACION DE LA FACULTAD DE CIENCIAS MEDICAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION,"MIDE LA PARTICIPACION DE LA FACULTAD EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION, TOMANDO COMO REFERENCIA EL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO",ANUAL,2020,1924,49731,PERSONAS,NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN CIENCIAS DE LA SALUD EN EL A?O T/EL TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE ASUNCION,ADULTOS,28-1,Universidad Nacional de Asunción,28-1-1-1-3,FORMACION DE PROFESIONALES EN CIENCIAS DE LA SALUD,
2021,689,PARTICIPACION DE LA FACULTAD DE CIENCIAS MEDICAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION,"MIDE LA PARTICIPACION DE LA FACULTAD EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION, TOMANDO COMO REFERENCIA EL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO",ANUAL,2020,1924,49731,PERSONAS,NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN CIENCIAS DE LA SALUD EN EL A?O T/EL TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE ASUNCION,ADULTOS,28-1,Universidad Nacional de Asunción,28-1-1-1-3,FORMACION DE PROFESIONALES EN CIENCIAS DE LA SALUD,
2021,961,COBERTURA A DOMICILIOS CON CONEXIONES DE ALCANTARILLADO SANITARIO,"ESTE INDICADOR NOS PERMITE MEDIR EL INCREMENTO DE CONEXIONES DOMICILIARIAS ALCANTARILLADO SANITARIO RESPECTO AL TOTAL DE DOMICILIOS SIN CONEXION, QUE NOS PERMITIRA VER LA BRECHA DE CONEXIONES NECESARIAS PARA AUMENTAR LA COBERTURA.                                                        ",ANUAL,2020,11576,1583516,UNIDAD,(NUMERO DE CONEXIONES DOMICILIARIAS A ALCANTARILLADO SANITARIO EN EL A?O T/ NUMERO TOTAL DE DOMICILIOS SIN CONEXION A ALCANTARILLADO SANITARIO EN AL A?O T)*100                      ,DOMICILIOS SIN CONEXION A ALCANTARILLADO SANITARIO S/ EPH 2017,13-Dec,Ministerio de Obras Públicas y Comunicaciones,12-13-2-3-4,MEJORAMIENTO ALCANTARILLADO DE LA CIUDAD DE SAN LORENZO,
2022,815,PORCENTAJE DE HIPERTENSOS CONTROLADOS                     ,PACIENTES  DIAGNOSTICADOS Y TRATADOS DENTRO DEL PROGRAMA NACIONAL DE  PREVENCION                                                     ,TRIMESTRAL,2018,4402,14674,ATENCIONES,NUMERO DE HIPERTENSOS CONTROLADOS/NUMERO DE HIPERTENSOS QUE CONSULTARON *100                   ,PACIENTES  DIAGNOSTICADOS Y TRATADOS DENTRO DEL PROGRAMA NACIONAL DE  PREVENCION,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-39,ATENCIÓN A POBLAC. PROG. NAC. PREV. CARDIOVASCULAR,
2020,815,PORCENTAJE DE HIPERTENSOS CONTROLADOS                     ,PACIENTES  DIAGNOSTICADOS Y TRATADOS DENTRO DEL PROGRAMA NACIONAL DE  PREVENCION                                                     ,TRIMESTRAL,2018,4402,14674,ATENCIONES,NUMERO DE HIPERTENSOS CONTROLADOS/NUMERO DE HIPERTENSOS QUE CONSULTARON *100                   ,PACIENTES  DIAGNOSTICADOS Y TRATADOS DENTRO DEL PROGRAMA NACIONAL DE  PREVENCION,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-39,ATENCIÓN A POBLAC. PROG. NAC. PREV. CARDIOVASCULAR,
2021,1014,PORCENTAJE DE LA POBLACION ATENDIDA EN EL DEPARTAMENTO  DE GUAIRA EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN EL DEPARTAMENTO  EN RELACION A LA POBLACION DEPARTAMENTAL.,TRIMESTRAL,2018,189617,227747,PERSONAS,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION DEPARTAMENTAL EN EL A?O T *100,PERSONAS ATENDIDAS EN EL DEPARTAMENTO DE GUAIRA,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-4,SERV. DE ATEN.INT. A POBLACIÓN DE GUAIRÁ,
2022,1014,PORCENTAJE DE LA POBLACION ATENDIDA EN EL DEPARTAMENTO  DE GUAIRA EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN EL DEPARTAMENTO  EN RELACION A LA POBLACION DEPARTAMENTAL.,TRIMESTRAL,2018,189617,227747,PERSONAS,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION DEPARTAMENTAL EN EL A?O T *100,PERSONAS ATENDIDAS EN EL DEPARTAMENTO DE GUAIRA,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-4,SERV. DE ATEN.INT. A POBLACIÓN DE GUAIRÁ,
2020,953,% DE ALUMNOS QUE RECIBEN BECAS,SE MEDIRA LA CANTIDAD DE ALUMNOS QUE RECIBIERON BECAS ESCOLAR EN  RELACION A LA DEMANDA RECEPCIONADA,SEMESTRAL,2019,393,1000,,(CANTIDAD DE ALUMNOS QUE RECIBEN BECAS EN EL A?OT/ CANTIDAD DE ALUMNOS QUE SOLICITAN LAS BECAS EN LAS GOBERNACION EN EL A?O T),,22-15,Gobierno Departamental de Presidente Hayes,22-15-1-1-8,OTORGAMIENTO DE BECAS,
2020,698,PORCENTAJE DE FORMACION DE ALUMNOS,CANTIDAD DE TOTAL DE ALUMNOS FORMADOS EN CURSOS DE PREGRADO; CARRERAS DE GRADO Y PROGRAMAS DE POSTGRADO,SEMESTRAL,2018,1250,1250,,(N? DE ALUMNOS FORMADOS EN EL A?O T/ N? DE ALUMNOS PROGRAMADOS PARA EL A?O T)*100,,23-34,Instituto Superior de Educación,23-34-1-1-1,SERVICIO DE FORMACION DOCENTE,
2022,698,PORCENTAJE DE FORMACION DE ALUMNOS,CANTIDAD DE TOTAL DE ALUMNOS FORMADOS EN CURSOS DE PREGRADO; CARRERAS DE GRADO Y PROGRAMAS DE POSTGRADO,SEMESTRAL,2018,1250,1250,,(N? DE ALUMNOS FORMADOS EN EL A?O T/ N? DE ALUMNOS PROGRAMADOS PARA EL A?O T)*100,,23-34,Instituto Superior de Educación,23-34-1-1-1,SERVICIO DE FORMACION DOCENTE,
2020,611,TASA DE VARIACION DE CAMIONES CISTERNAS PRECINTADOS                       ,"EL SERVICIO DE PRECINTADO DE CAMIONES CISTERNAS DE TRANSPORTE DE COMBUSTIBLES, SE ENCUENTRA AMPARADO SEGUN DECRETO N? 10.911/2000.                                                   ",ANUAL,2018,4599,87379,PRECINTADOS,((NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T - NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) / NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) * 100                   ,TASA DE VARIACION DE CAMIONES CISTERNAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2021,611,TASA DE VARIACION DE CAMIONES CISTERNAS PRECINTADOS                       ,"EL SERVICIO DE PRECINTADO DE CAMIONES CISTERNAS DE TRANSPORTE DE COMBUSTIBLES, SE ENCUENTRA AMPARADO SEGUN DECRETO N? 10.911/2000.                                                   ",ANUAL,2018,4599,87379,PRECINTADOS,((NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T - NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) / NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) * 100                   ,TASA DE VARIACION DE CAMIONES CISTERNAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2020,611,TASA DE VARIACION DE CAMIONES CISTERNAS PRECINTADOS                       ,"EL SERVICIO DE PRECINTADO DE CAMIONES CISTERNAS DE TRANSPORTE DE COMBUSTIBLES, SE ENCUENTRA AMPARADO SEGUN DECRETO N? 10.911/2000.                                                   ",ANUAL,2018,4599,87379,PRECINTADOS,((NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T - NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) / NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) * 100                   ,TASA DE VARIACION DE CAMIONES CISTERNAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2021,611,TASA DE VARIACION DE CAMIONES CISTERNAS PRECINTADOS                       ,"EL SERVICIO DE PRECINTADO DE CAMIONES CISTERNAS DE TRANSPORTE DE COMBUSTIBLES, SE ENCUENTRA AMPARADO SEGUN DECRETO N? 10.911/2000.                                                   ",ANUAL,2018,4599,87379,PRECINTADOS,((NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T - NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) / NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) * 100                   ,TASA DE VARIACION DE CAMIONES CISTERNAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2020,611,TASA DE VARIACION DE CAMIONES CISTERNAS PRECINTADOS                       ,"EL SERVICIO DE PRECINTADO DE CAMIONES CISTERNAS DE TRANSPORTE DE COMBUSTIBLES, SE ENCUENTRA AMPARADO SEGUN DECRETO N? 10.911/2000.                                                   ",ANUAL,2018,4599,87379,PRECINTADOS,((NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T - NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) / NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) * 100                   ,TASA DE VARIACION DE CAMIONES CISTERNAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2021,611,TASA DE VARIACION DE CAMIONES CISTERNAS PRECINTADOS                       ,"EL SERVICIO DE PRECINTADO DE CAMIONES CISTERNAS DE TRANSPORTE DE COMBUSTIBLES, SE ENCUENTRA AMPARADO SEGUN DECRETO N? 10.911/2000.                                                   ",ANUAL,2018,4599,87379,PRECINTADOS,((NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T - NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) / NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) * 100                   ,TASA DE VARIACION DE CAMIONES CISTERNAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2021,611,TASA DE VARIACION DE CAMIONES CISTERNAS PRECINTADOS                       ,"EL SERVICIO DE PRECINTADO DE CAMIONES CISTERNAS DE TRANSPORTE DE COMBUSTIBLES, SE ENCUENTRA AMPARADO SEGUN DECRETO N? 10.911/2000.                                                   ",ANUAL,2018,4599,87379,PRECINTADOS,((NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T - NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) / NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) * 100                   ,TASA DE VARIACION DE CAMIONES CISTERNAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2020,611,TASA DE VARIACION DE CAMIONES CISTERNAS PRECINTADOS                       ,"EL SERVICIO DE PRECINTADO DE CAMIONES CISTERNAS DE TRANSPORTE DE COMBUSTIBLES, SE ENCUENTRA AMPARADO SEGUN DECRETO N? 10.911/2000.                                                   ",ANUAL,2018,4599,87379,PRECINTADOS,((NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T - NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) / NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) * 100                   ,TASA DE VARIACION DE CAMIONES CISTERNAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2021,612,PORCENTAJE DE FISCALIZACIONES A EQUIPOS E INSTRUMENTOS DE MEDICION REALIZADAS                     ,"CONTROL DE LOS INSTRUMENTOS, EQUIPOS  Y MEDIDAS MATERIALIZADAS REGLAMENTADOS, VERIFICADOS PREVIAMENTE.                                                       ",ANUAL,2018,5521,6000,,(NUMERO DE FISCALIZACIONES REALIZADAS EN EL A?O T / NUMERO DE FISCALIZACIONES PROGRAMADAS EN EL A?O T) * 100                   ,,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2020,612,PORCENTAJE DE FISCALIZACIONES A EQUIPOS E INSTRUMENTOS DE MEDICION REALIZADAS                     ,"CONTROL DE LOS INSTRUMENTOS, EQUIPOS  Y MEDIDAS MATERIALIZADAS REGLAMENTADOS, VERIFICADOS PREVIAMENTE.                                                       ",ANUAL,2018,5521,6000,,(NUMERO DE FISCALIZACIONES REALIZADAS EN EL A?O T / NUMERO DE FISCALIZACIONES PROGRAMADAS EN EL A?O T) * 100                   ,,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2021,610,TASA DE VARIACION DEL NUMERO DE INSTRUMENTOS DE MEDICION VERIFICADOS                      ,"LA VERIFICACION DE INSTRUMENTOS Y MEDIDAS MATERIALIZADAS REGLAMENTADOS, PERMITE GARANTIZAR QUE LAS ACTIVIDADES COMERCIALES SEAN REALIZADAS CONSIDERANDO LAS TOLERANCIAS PERMITIDAS, GARANTIZANDO LA SALUD PUBLICA Y SEGURIDAD DE LAS PERSONAS, ASI COMO EL MEDIO AMBIENTE Y LA PROTECCION DE LOS DERECHOS DEL CONSUMIDOR.                                                    ",ANUAL,2018,1876,35643,,((NUMERO DE INSTRUMENTOS DE MEDICION VERIFICADOS EN EL A?O T - NUMERO DE INSTRUMENTOS DE MEDICION VERIFICADOS EN EL A?O T-1) / NUMERO DE INSTRUMENTOS DE MEDICION VERIFICADOS EN EL A?O T-1) * 100                    ,,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2020,611,TASA DE VARIACION DE CAMIONES CISTERNAS PRECINTADOS                       ,"EL SERVICIO DE PRECINTADO DE CAMIONES CISTERNAS DE TRANSPORTE DE COMBUSTIBLES, SE ENCUENTRA AMPARADO SEGUN DECRETO N? 10.911/2000.                                                   ",ANUAL,2018,4599,87379,PRECINTADOS,((NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T - NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) / NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) * 100                   ,TASA DE VARIACION DE CAMIONES CISTERNAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2021,611,TASA DE VARIACION DE CAMIONES CISTERNAS PRECINTADOS                       ,"EL SERVICIO DE PRECINTADO DE CAMIONES CISTERNAS DE TRANSPORTE DE COMBUSTIBLES, SE ENCUENTRA AMPARADO SEGUN DECRETO N? 10.911/2000.                                                   ",ANUAL,2018,4599,87379,PRECINTADOS,((NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T - NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) / NUMERO DE CAMIONES CISTERNAS PRECINTADOS EN EL A?O T-1) * 100                   ,TASA DE VARIACION DE CAMIONES CISTERNAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-5,SERVICIOS METROLÓGICOS,
2020,1142,PORCENTAJE DE PRODUCTORES AGRARIOS ORGANIZADOS Y COMUNIDADES INDIGENAS CON COFINANCIAMIENTO DE PLANES DE EMERGENCIA EN EL A?O T,MEDIR LA PROPORCION DE PRODUCTORES AGRARIOS ORGANIZADOS Y COMUNIDADES INDIGENAS QUE RECIBEN COFINANCIAMIENTO PARA IMPLEMENTAR PLANES DE ASISTENCIA DE EMERGENCIA POR COVID-19,ANUAL,2020,15000,15000,,(NUMERO DE PRODUCTORES AGRARIOS ORGANIZADOS Y COMUNIDADES INDIGENAS QUE RECIBEN COFINANCIAMIENTO DE PLANES EN EL A?O T/ N? DE PRODUCTORES AGRARIOS ORGANIZADOS Y COMUNIDADES INDIGENAS PLANIFICADOS EN RECIBIR COFINANCIAMIENTO DE PLANES EN EL A?O T)*100,,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-16,MEJORAMIENTO DE LA INSERCIÓN A MERCADOS R. ORIENTAL,
2022,1142,PORCENTAJE DE PRODUCTORES AGRARIOS ORGANIZADOS Y COMUNIDADES INDIGENAS CON COFINANCIAMIENTO DE PLANES DE EMERGENCIA EN EL A?O T,MEDIR LA PROPORCION DE PRODUCTORES AGRARIOS ORGANIZADOS Y COMUNIDADES INDIGENAS QUE RECIBEN COFINANCIAMIENTO PARA IMPLEMENTAR PLANES DE ASISTENCIA DE EMERGENCIA POR COVID-19,ANUAL,2020,15000,15000,,(NUMERO DE PRODUCTORES AGRARIOS ORGANIZADOS Y COMUNIDADES INDIGENAS QUE RECIBEN COFINANCIAMIENTO DE PLANES EN EL A?O T/ N? DE PRODUCTORES AGRARIOS ORGANIZADOS Y COMUNIDADES INDIGENAS PLANIFICADOS EN RECIBIR COFINANCIAMIENTO DE PLANES EN EL A?O T)*100,,10-Dec,Ministerio de Agricultura y Ganadería,12-10-1-1-16,MEJORAMIENTO DE LA INSERCIÓN A MERCADOS R. ORIENTAL,
2021,701,PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION                  ,,,,,,,,,,,,,
";MIDE LA PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION COMO REFERENCIA DEL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO, PARA LA DEMANDA DE SERVICIOS DE FORMACION OFERTADOS PARA ESE MISMO A?O.                                                    ",,,,,,,,,,,,,,,
";TRIMESTRAL""",2019,3146,47701,PERSONAS,(NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN CIENCIAS AGRARIAS/TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE ASUNCION EN EL A?O T)*100                     ,,,,,,,,,,
";ADULTOS""",28-1,Universidad Nacional de Asunción,28-1-1-1-11,FORMACIÓN DE PROFESIONALES EN CIENCIAS AGRARIAS,,,,,,,,,,,
2021,701,PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION                  ,,,,,,,,,,,,,
";MIDE LA PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION COMO REFERENCIA DEL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO, PARA LA DEMANDA DE SERVICIOS DE FORMACION OFERTADOS PARA ESE MISMO A?O.                                                    ",,,,,,,,,,,,,,,
";TRIMESTRAL""",2019,3146,47701,PERSONAS,(NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN CIENCIAS AGRARIAS/TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE ASUNCION EN EL A?O T)*100                     ,,,,,,,,,,
";ADULTOS""",28-1,Universidad Nacional de Asunción,28-1-1-1-11,FORMACIÓN DE PROFESIONALES EN CIENCIAS AGRARIAS,,,,,,,,,,,
2020,701,PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION                  ,,,,,,,,,,,,,
";MIDE LA PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION COMO REFERENCIA DEL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO, PARA LA DEMANDA DE SERVICIOS DE FORMACION OFERTADOS PARA ESE MISMO A?O.                                                    ",,,,,,,,,,,,,,,
";TRIMESTRAL""",2019,3146,47701,PERSONAS,(NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN CIENCIAS AGRARIAS/TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE ASUNCION EN EL A?O T)*100                     ,,,,,,,,,,
";ADULTOS""",28-1,Universidad Nacional de Asunción,28-1-1-1-11,FORMACIÓN DE PROFESIONALES EN CIENCIAS AGRARIAS,,,,,,,,,,,
2020,701,PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION                  ,,,,,,,,,,,,,
";MIDE LA PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION COMO REFERENCIA DEL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO, PARA LA DEMANDA DE SERVICIOS DE FORMACION OFERTADOS PARA ESE MISMO A?O.                                                    ",,,,,,,,,,,,,,,
";TRIMESTRAL""",2019,3146,47701,PERSONAS,(NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN CIENCIAS AGRARIAS/TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE ASUNCION EN EL A?O T)*100                     ,,,,,,,,,,
";ADULTOS""",28-1,Universidad Nacional de Asunción,28-1-1-1-11,FORMACIÓN DE PROFESIONALES EN CIENCIAS AGRARIAS,,,,,,,,,,,
2020,701,PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION                  ,,,,,,,,,,,,,
";MIDE LA PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION COMO REFERENCIA DEL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO, PARA LA DEMANDA DE SERVICIOS DE FORMACION OFERTADOS PARA ESE MISMO A?O.                                                    ",,,,,,,,,,,,,,,
";TRIMESTRAL""",2019,3146,47701,PERSONAS,(NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN CIENCIAS AGRARIAS/TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE ASUNCION EN EL A?O T)*100                     ,,,,,,,,,,
";ADULTOS""",28-1,Universidad Nacional de Asunción,28-1-1-1-11,FORMACIÓN DE PROFESIONALES EN CIENCIAS AGRARIAS,,,,,,,,,,,
2020,701,PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION                  ,,,,,,,,,,,,,
";MIDE LA PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION COMO REFERENCIA DEL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO, PARA LA DEMANDA DE SERVICIOS DE FORMACION OFERTADOS PARA ESE MISMO A?O.                                                    ",,,,,,,,,,,,,,,
";TRIMESTRAL""",2019,3146,47701,PERSONAS,(NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN CIENCIAS AGRARIAS/TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE ASUNCION EN EL A?O T)*100                     ,,,,,,,,,,
";ADULTOS""",28-1,Universidad Nacional de Asunción,28-1-1-1-11,FORMACIÓN DE PROFESIONALES EN CIENCIAS AGRARIAS,,,,,,,,,,,
2020,701,PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION                  ,,,,,,,,,,,,,
";MIDE LA PARTICIPACION DE LA FACULTAD DE CIENCIAS AGRARIAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION COMO REFERENCIA DEL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO, PARA LA DEMANDA DE SERVICIOS DE FORMACION OFERTADOS PARA ESE MISMO A?O.                                                    ",,,,,,,,,,,,,,,
";TRIMESTRAL""",2019,3146,47701,PERSONAS,(NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN CIENCIAS AGRARIAS/TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE ASUNCION EN EL A?O T)*100                     ,,,,,,,,,,
